"Type"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"8711"	"GO top10% PC2"	"GO"	"1903923"	"positive regulation of protein processing in phagocytic vesicle "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"MYH9_MOUSE;GELS_MOUSE"
"9391"	"GO top10% PC2"	"GO"	"17133"	"mitochondrial electron transfer flavoprotein complex "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"ETFA_MOUSE;ETFB_MOUSE"
"9691"	"GO top10% PC2"	"GO"	"7157"	"heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"LEG1_MOUSE;UROM_MOUSE"
"12711"	"GO top10% PC2"	"GO"	"1905907"	"negative regulation of amyloid fibril formation "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"APOE_MOUSE;CLUS_MOUSE"
"13111"	"GO top10% PC2"	"GO"	"1902998"	"positive regulation of neurofibrillary tangle assembly "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"APOE_MOUSE;CLUS_MOUSE"
"13171"	"GO top10% PC2"	"GO"	"17038"	"protein import "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"APOE_MOUSE;CLUS_MOUSE"
"13211"	"GO top10% PC2"	"GO"	"1900221"	"regulation of amyloid-beta clearance "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"APOE_MOUSE;CLUS_MOUSE"
"14111"	"GO top10% PC2"	"GO"	"4322"	"ferroxidase activity "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"FRIH_MOUSE;G3X9T8_MOUSE"
"14551"	"GO top10% PC2"	"GO"	"18858"	"benzoate-CoA ligase activity "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"ACSM2_MOUSE;ACSM1_MOUSE"
"14691"	"GO top10% PC2"	"GO"	"97440"	"apical dendrite "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"CLUS_MOUSE;B7FAU9_MOUSE"
"15111"	"GO top10% PC2"	"GO"	"7154"	"cell communication "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"CATL1_MOUSE;A0A3Q4L326_MOUSE"
"15271"	"GO top10% PC2"	"GO"	"48246"	"macrophage chemotaxis "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"RL13A_MOUSE;Q8C253_MOUSE"
"15331"	"GO top10% PC2"	"GO"	"35662"	"Toll-like receptor 4 binding "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"S10A9_MOUSE;S10A8_MOUSE"
"15361"	"GO top10% PC2"	"GO"	"35425"	"autocrine signaling "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"S10A9_MOUSE;S10A8_MOUSE"
"15391"	"GO top10% PC2"	"GO"	"70488"	"neutrophil aggregation "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"S10A9_MOUSE;S10A8_MOUSE"
"15441"	"GO top10% PC2"	"GO"	"2793"	"positive regulation of peptide secretion "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"S10A9_MOUSE;S10A8_MOUSE"
"1765"	"GO top10% PC2"	"GO"	"35254"	"glutamate receptor binding "	"2/214"	"2/2150"	0.934579439252336	0.0930232558139535	0.0432620920992525	1	10.0467289719626	"D3YV37_MOUSE;Q6ZWQ9_MOUSE"
"2031"	"GO top10% PC2"	"GO"	"72659"	"protein localization to plasma membrane "	"6/214"	"24/2150"	2.80373831775701	1.11627906976744	0.0480155102074378	1	2.51168224299065	"S10AA_MOUSE;ANXA2_MOUSE;NHRF1_MOUSE;B7FAU9_MOUSE;D3YV37_MOUSE;Q6ZWQ9_MOUSE"
"2591"	"GO top10% PC2"	"GO"	"31902"	"late endosome membrane "	"4/214"	"12/2150"	1.86915887850467	0.558139534883721	0.0498010488916307	1	3.34890965732087	"NPC1_MOUSE;ANXA2_MOUSE;RAB7A_MOUSE;LAMP1_MOUSE"
"3191"	"GO top10% PC2"	"GO"	"6874"	"cellular calcium ion homeostasis "	"4/214"	"12/2150"	1.86915887850467	0.558139534883721	0.0498010488916307	1	3.34890965732087	"HEXB_MOUSE;APOE_MOUSE;UROM_MOUSE;Q9JHF5_MOUSE"
"7671"	"GO top10% PC2"	"GO"	"7017"	"microtubule-based process "	"4/214"	"12/2150"	1.86915887850467	0.558139534883721	0.0498010488916307	1	3.34890965732087	"TBB5_MOUSE;TBB4B_MOUSE;DYL2_MOUSE;TBA1B_MOUSE"
"9151"	"GO top10% PC2"	"GO"	"6633"	"fatty acid biosynthetic process "	"4/214"	"12/2150"	1.86915887850467	0.558139534883721	0.0498010488916307	1	3.34890965732087	"DCMC_MOUSE;MECR_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE"
"9102"	"GO top10% PC3"	"GO"	"16021"	"integral component of membrane "	"42/215"	"260/2150"	19.5348837209302	12.093023255814	0.00355461337921037	1	1.61538461538462	"BSND_MOUSE;SCMC1_MOUSE;NCEH1_MOUSE;JAM1_MOUSE;PIGR_MOUSE;VPP4_MOUSE;PEX14_MOUSE;QCR9_MOUSE;SL9A9_MOUSE;TACD2_MOUSE;EGF_MOUSE;NSDHL_MOUSE;MCAT_MOUSE;NDUB5_MOUSE;MAL2_MOUSE;KDSR_MOUSE;DHB12_MOUSE;CY1_MOUSE;ATPMD_MOUSE;BST2_MOUSE;CCD47_MOUSE;COX7B_MOUSE;DAD1_MOUSE;CX7A2_MOUSE;CMC1_MOUSE;COX7C_MOUSE;TSPO_MOUSE;TM9S4_MOUSE;E9QAH1_MOUSE;E9QNH7_MOUSE;A2AEG6_MOUSE;A0A2I3BR03_MOUSE;E9Q9C5_MOUSE;Q9D8L3_MOUSE;G3V010_MOUSE;A2AQ52_MOUSE;A2ATT9_MOUSE;A0A0R4J1C8_MOUSE;E9Q7G1_MOUSE;F7D432_MOUSE;Q8BPI2_MOUSE;F6UXY4_MOUSE"
"12312"	"GO top10% PC3"	"GO"	"6355"	"regulation of transcription, DNA-templated "	"9/215"	"29/2150"	4.18604651162791	1.34883720930233	0.00560060270249462	1	3.10344827586207	"PHB_MOUSE;HINT1_MOUSE;MECP2_MOUSE;H10_MOUSE;HCFC1_MOUSE;YBOX1_MOUSE;ZNF22_MOUSE;S4R1M2_MOUSE;G3UXT7_MOUSE"
"3082"	"GO top10% PC3"	"GO"	"8106"	"alcohol dehydrogenase (NADP+) activity "	"3/215"	"3/2150"	1.3953488372093	0.13953488372093	0.0120347067392146	1	10	"AK1CL_MOUSE;ALDR_MOUSE;AK1A1_MOUSE"
"3442"	"GO top10% PC3"	"GO"	"72332"	"intrinsic apoptotic signaling pathway by p53 class mediator "	"3/215"	"3/2150"	1.3953488372093	0.13953488372093	0.0120347067392146	1	10	"HINT1_MOUSE;MBB1A_MOUSE;Q8BTS0_MOUSE"
"4012"	"GO top10% PC3"	"GO"	"31616"	"spindle pole centrosome "	"3/215"	"4/2150"	1.3953488372093	0.186046511627907	0.019663005540128	1	7.5	"NSF1C_MOUSE;NPM_MOUSE;NUMA1_MOUSE"
"3092"	"GO top10% PC3"	"GO"	"4032"	"alditol:NADP+ 1-oxidoreductase activity "	"3/215"	"4/2150"	1.3953488372093	0.186046511627907	0.019663005540128	1	7.5	"AK1CL_MOUSE;ALDR_MOUSE;AK1A1_MOUSE"
"2972"	"GO top10% PC3"	"GO"	"5615"	"extracellular space "	"21/215"	"120/2150"	9.76744186046512	5.58139534883721	0.0219466264801118	1	1.75	"PZP_MOUSE;PIGR_MOUSE;RETN_MOUSE;MUG1_MOUSE;ALDR_MOUSE;PGK1_MOUSE;SEPP1_MOUSE;P20D1_MOUSE;TACD2_MOUSE;EGF_MOUSE;HDGF_MOUSE;IGJ_MOUSE;HEPC_MOUSE;APOA4_MOUSE;FIBB_MOUSE;CO3_MOUSE;CAH2_MOUSE;VTNC_MOUSE;E9QN70_MOUSE;A0A0R4J032_MOUSE;D3YYD0_MOUSE"
"4612"	"GO top10% PC3"	"GO"	"132"	"establishment of mitotic spindle orientation "	"3/215"	"5/2150"	1.3953488372093	0.232558139534884	0.0293828616383839	1	6	"NSF1C_MOUSE;NUMA1_MOUSE;G3X9H5_MOUSE"
"8512"	"GO top10% PC3"	"GO"	"98982"	"GABA-ergic synapse "	"3/215"	"5/2150"	1.3953488372093	0.232558139534884	0.0293828616383839	1	6	"PHB_MOUSE;PHB2_MOUSE;ITPR1_MOUSE"
"2992"	"GO top10% PC3"	"GO"	"4866"	"endopeptidase inhibitor activity "	"3/215"	"5/2150"	1.3953488372093	0.232558139534884	0.0293828616383839	1	6	"PZP_MOUSE;MUG1_MOUSE;CO3_MOUSE"
"14002"	"GO top10% PC3"	"GO"	"4129"	"cytochrome-c oxidase activity "	"4/215"	"11/2150"	1.86046511627907	0.511627906976744	0.040653761659812	1	3.63636363636364	"COX7B_MOUSE;CX7A2_MOUSE;COX5A_MOUSE;COX7C_MOUSE"
"1922"	"GO top10% PC3"	"GO"	"45740"	"positive regulation of DNA replication "	"3/215"	"6/2150"	1.3953488372093	0.27906976744186	0.0411774961800051	1	5	"NPM_MOUSE;EGF_MOUSE;CYBP_MOUSE"
"4992"	"GO top10% PC3"	"GO"	"184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay "	"3/215"	"6/2150"	1.3953488372093	0.27906976744186	0.0411774961800051	1	5	"PYM1_MOUSE;ERF3A_MOUSE;EIF3E_MOUSE"
"5612"	"GO top10% PC3"	"GO"	"51453"	"regulation of intracellular pH "	"3/215"	"6/2150"	1.3953488372093	0.27906976744186	0.0411774961800051	1	5	"SL9A9_MOUSE;CAH2_MOUSE;TM9S4_MOUSE"
"5852"	"GO top10% PC3"	"GO"	"15631"	"tubulin binding "	"3/215"	"6/2150"	1.3953488372093	0.27906976744186	0.0411774961800051	1	5	"NUMA1_MOUSE;HDGF_MOUSE;CYBP_MOUSE"
"7502"	"GO top10% PC3"	"GO"	"8083"	"growth factor activity "	"3/215"	"6/2150"	1.3953488372093	0.27906976744186	0.0411774961800051	1	5	"EGF_MOUSE;HDGF_MOUSE;RABE2_MOUSE"
"11812"	"GO top10% PC3"	"GO"	"45745"	"positive regulation of G protein-coupled receptor signaling pathway "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"PHB_MOUSE;CO3_MOUSE"
"2332"	"GO top10% PC3"	"GO"	"2092"	"positive regulation of receptor internalization "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"PLCG2_MOUSE;EGF_MOUSE"
"2822"	"GO top10% PC3"	"GO"	"60749"	"mammary gland alveolus development "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"PHB2_MOUSE;EGF_MOUSE"
"3102"	"GO top10% PC3"	"GO"	"4033"	"aldo-keto reductase (NADP) activity "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"AK1CL_MOUSE;MIOX_MOUSE"
"3772"	"GO top10% PC3"	"GO"	"9314"	"response to radiation "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"JAM1_MOUSE;MECP2_MOUSE"
"4202"	"GO top10% PC3"	"GO"	"97454"	"Schwann cell microvillus "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"ALDR_MOUSE;EZRI_MOUSE"
"4212"	"GO top10% PC3"	"GO"	"47655"	"allyl-alcohol dehydrogenase activity "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"ALDR_MOUSE;AK1A1_MOUSE"
"5822"	"GO top10% PC3"	"GO"	"51011"	"microtubule minus-end binding "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"NUMA1_MOUSE;TMOD3_MOUSE"
"6822"	"GO top10% PC3"	"GO"	"6166"	"purine ribonucleoside salvage "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"MTAP_MOUSE;ADK_MOUSE"
"10192"	"GO top10% PC3"	"GO"	"2087"	"regulation of respiratory gaseous exchange by nervous system process "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"MECP2_MOUSE;GLSK_MOUSE"
"13142"	"GO top10% PC3"	"GO"	"62153"	"C5-methylcytidine-containing RNA binding "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"YBOX1_MOUSE;THOC4_MOUSE"
"13452"	"GO top10% PC3"	"GO"	"6956"	"complement activation "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"CO3_MOUSE;A2A998_MOUSE"
"15062"	"GO top10% PC3"	"GO"	"43328"	"protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway "	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"VPS36_MOUSE;A0A2R8VKS6_MOUSE"
"8914"	"KEGG top10% PC1"	"KEGG"	"path:mmu04666"	"Fc gamma R-mediated phagocytosis - Mus musculus (mouse)"	"10/215"	"28/2150"	4.65116279069767	1.30232558139535	0.00150922218650351	0.303353659487205	3.57142857142857	"FCGR1_MOUSE;LYN_MOUSE;MARCS_MOUSE;KPCB_MOUSE;VASP_MOUSE;WASP_MOUSE;WASF2_MOUSE;ARPC4_MOUSE;ARP5L_MOUSE;DOCK2_MOUSE"
"2314"	"KEGG top10% PC1"	"KEGG"	"path:mmu05135"	"Yersinia infection - Mus musculus (mouse)"	"8/215"	"27/2150"	3.72093023255814	1.25581395348837	0.0110927348023049	1	2.96296296296296	"ACTB_MOUSE;ELMO1_MOUSE;GNAQ_MOUSE;NFAC2_MOUSE;WIPF1_MOUSE;WASP_MOUSE;FYB1_MOUSE;WASF2_MOUSE"
"4914"	"KEGG top10% PC1"	"KEGG"	"path:mmu04071"	"Sphingolipid signaling pathway - Mus musculus (mouse)"	"6/215"	"17/2150"	2.7906976744186	0.790697674418605	0.0141660791305972	1	3.52941176470588	"BID_MOUSE;FCERG_MOUSE;GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE;PP2AA_MOUSE"
"2014"	"KEGG top10% PC1"	"KEGG"	"path:mmu05100"	"Bacterial invasion of epithelial cells - Mus musculus (mouse)"	"7/215"	"23/2150"	3.25581395348837	1.06976744186047	0.0153798480891173	1	3.04347826086956	"ACTB_MOUSE;ELMO1_MOUSE;HCLS1_MOUSE;WASF2_MOUSE;SEPT6_MOUSE;ARPC4_MOUSE;ARP5L_MOUSE"
"3314"	"KEGG top10% PC1"	"KEGG"	"path:mmu04921"	"Oxytocin signaling pathway - Mus musculus (mouse)"	"7/215"	"23/2150"	3.25581395348837	1.06976744186047	0.0153798480891173	1	3.04347826086956	"ACTB_MOUSE;GNAI2_MOUSE;GNAQ_MOUSE;MYPT1_MOUSE;NFAC2_MOUSE;KPCB_MOUSE;KCC1A_MOUSE"
"4104"	"KEGG top10% PC1"	"KEGG"	"path:mmu04611"	"Platelet activation - Mus musculus (mouse)"	"8/215"	"30/2150"	3.72093023255814	1.3953488372093	0.0181830801734122	1	2.66666666666667	"URP2_MOUSE;ACTB_MOUSE;FCERG_MOUSE;GNAI2_MOUSE;GNAQ_MOUSE;LYN_MOUSE;MYPT1_MOUSE;VASP_MOUSE"
"4814"	"KEGG top10% PC1"	"KEGG"	"path:mmu04650"	"Natural killer cell mediated cytotoxicity - Mus musculus (mouse)"	"5/215"	"13/2150"	2.32558139534884	0.604651162790698	0.0189382097640795	1	3.84615384615385	"BID_MOUSE;FCERG_MOUSE;PTN6_MOUSE;NFAC2_MOUSE;KPCB_MOUSE"
"12014"	"KEGG top10% PC1"	"KEGG"	"path:mmu04730"	"Long-term depression - Mus musculus (mouse)"	"5/215"	"14/2150"	2.32558139534884	0.651162790697674	0.0238508590091933	1	3.57142857142857	"GNAI2_MOUSE;GNAQ_MOUSE;LYN_MOUSE;KPCB_MOUSE;PP2AA_MOUSE"
"2114"	"KEGG top10% PC1"	"KEGG"	"path:mmu04520"	"Adherens junction - Mus musculus (mouse)"	"5/215"	"15/2150"	2.32558139534884	0.697674418604651	0.0295167671841502	1	3.33333333333333	"ACTB_MOUSE;PTN6_MOUSE;PTN1_MOUSE;WASP_MOUSE;WASF2_MOUSE"
"14104"	"KEGG top10% PC1"	"KEGG"	"path:mmu04670"	"Leukocyte transendothelial migration - Mus musculus (mouse)"	"7/215"	"27/2150"	3.25581395348837	1.25581395348837	0.0297774525172304	1	2.59259259259259	"ACTB_MOUSE;CY24A_MOUSE;GNAI2_MOUSE;MOES_MOUSE;NCF2_MOUSE;KPCB_MOUSE;VASP_MOUSE"
"5114"	"KEGG top10% PC1"	"KEGG"	"path:mmu05161"	"Hepatitis B - Mus musculus (mouse)"	"5/215"	"16/2150"	2.32558139534884	0.744186046511628	0.0359651793014283	1	3.125	"BID_MOUSE;NFAC2_MOUSE;KPCB_MOUSE;MAVS_MOUSE;1433B_MOUSE"
"2814"	"KEGG top10% PC1"	"KEGG"	"path:mmu04015"	"Rap1 signaling pathway - Mus musculus (mouse)"	"7/215"	"29/2150"	3.25581395348837	1.34883720930233	0.039583204756978	1	2.41379310344828	"ACTB_MOUSE;GNAI2_MOUSE;GNAQ_MOUSE;KPCB_MOUSE;VASP_MOUSE;FYB1_MOUSE;RALB_MOUSE"
"17312"	"KEGG top10% PC1"	"KEGG"	"path:mmu04136"	"Autophagy - other - Mus musculus (mouse)"	"2/215"	"2/2150"	0.930232558139535	0.0930232558139535	0.0436077713664974	1	10	"PP2AA_MOUSE;ATG3_MOUSE"
"2105"	"KEGG top10% PC2"	"KEGG"	"path:mmu05322"	"Systemic lupus erythematosus - Mus musculus (mouse)"	"15/214"	"46/2150"	7.00934579439252	2.13953488372093	0.000221791192358661	0.035264799585027	3.27610727346607	"H4_MOUSE;C1QB_MOUSE;HB2A_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE"
"1805"	"KEGG top10% PC2"	"KEGG"	"path:mmu05203"	"Viral carcinogenesis - Mus musculus (mouse)"	"15/214"	"48/2150"	7.00934579439252	2.23255813953488	0.000325556987003305	0.0517635609335254	3.13960280373832	"H4_MOUSE;1433G_MOUSE;GELS_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE"
"3515"	"KEGG top10% PC2"	"KEGG"	"path:mmu04142"	"Lysosome - Mus musculus (mouse)"	"9/214"	"25/2150"	4.20560747663551	1.16279069767442	0.00241320277580823	0.383699241353508	3.61682242990654	"ASAH1_MOUSE;CATB_MOUSE;CATL1_MOUSE;HEXB_MOUSE;LAMP1_MOUSE;MA2B1_MOUSE;NAGAB_MOUSE;NPC1_MOUSE;Q9JHF5_MOUSE"
"9615"	"KEGG top10% PC2"	"KEGG"	"path:mmu03050"	"Proteasome - Mus musculus (mouse)"	"7/214"	"18/2150"	3.27102803738318	0.837209302325581	0.0052465072021994	0.834194645149704	3.90706126687435	"PSMD7_MOUSE;PSA3_MOUSE;PSB4_MOUSE;PSMD2_MOUSE;PSA5_MOUSE;PSB2_MOUSE;PSMD6_MOUSE"
"7105"	"KEGG top10% PC2"	"KEGG"	"path:mmu04216"	"Ferroptosis - Mus musculus (mouse)"	"5/214"	"9/2150"	2.33644859813084	0.418604651162791	0.00586988497255521	0.933311710636279	5.58151609553479	"Q9CPX4_MOUSE;FRIH_MOUSE;Q9CPX4_MOUSE;GSH0_MOUSE;TRFE_MOUSE"
"3105"	"KEGG top10% PC2"	"KEGG"	"path:mmu05034"	"Alcoholism - Mus musculus (mouse)"	"13/214"	"53/2150"	6.07476635514019	2.46511627906977	0.00680067159309768	1	2.46429201199083	"H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE;H4_MOUSE"
"9515"	"KEGG top10% PC2"	"KEGG"	"path:mmu05017"	"Spinocerebellar ataxia - Mus musculus (mouse)"	"7/214"	"23/2150"	3.27102803738318	1.06976744186047	0.0150454091946512	1	3.05770012190167	"PSMD7_MOUSE;PSA3_MOUSE;PSB4_MOUSE;PSMD2_MOUSE;PSA5_MOUSE;PSB2_MOUSE;PSMD6_MOUSE"
"4105"	"KEGG top10% PC2"	"KEGG"	"path:mmu03010"	"Ribosome - Mus musculus (mouse)"	"14/214"	"67/2150"	6.54205607476635	3.11627906976744	0.0158496607127805	1	2.09931650160413	"RL23_MOUSE;RL23_MOUSE;RL10_MOUSE;RS14_MOUSE;RS4X_MOUSE;RS7_MOUSE;RS8_MOUSE;RL13A_MOUSE;RS3_MOUSE;RL35A_MOUSE;RL23_MOUSE;RL11_MOUSE;RS27L_MOUSE;RL18A_MOUSE"
"4215"	"KEGG top10% PC2"	"KEGG"	"path:mmu05323"	"Rheumatoid arthritis - Mus musculus (mouse)"	"5/214"	"15/2150"	2.33644859813084	0.697674418604651	0.0290368853521666	1	3.34890965732087	"VATB2_MOUSE;CATL1_MOUSE;HB2A_MOUSE;Q9JHF5_MOUSE;VATG1_MOUSE"
"6115"	"KEGG top10% PC2"	"KEGG"	"path:mmu00260"	"Glycine, serine and threonine metabolism - Mus musculus (mouse)"	"5/214"	"17/2150"	2.33644859813084	0.790697674418605	0.0425419049816298	1	2.95492028587136	"A0A0R4J203_MOUSE;SARDH_MOUSE;CHDH_MOUSE;GCST_MOUSE;GRHPR_MOUSE"
"6105"	"KEGG top10% PC2"	"KEGG"	"path:mmu04978"	"Mineral absorption - Mus musculus (mouse)"	"4/214"	"12/2150"	1.86915887850467	0.558139534883721	0.0498010488916307	1	3.34890965732087	"Q9CPX4_MOUSE;FRIH_MOUSE;Q9CPX4_MOUSE;TRFE_MOUSE"
"1806"	"KEGG top10% PC3"	"KEGG"	"path:mmu04610"	"Complement and coagulation cascades - Mus musculus (mouse)"	"6/215"	"19/2150"	2.7906976744186	0.883720930232558	0.0213208556859682	1	3.15789473684211	"FIBB_MOUSE;CO3_MOUSE;A0A0R4J032_MOUSE;VTNC_MOUSE;Q9DAC2_MOUSE;F13A_MOUSE"
"17104"	"KEGG top10% PC3"	"KEGG"	"path:mmu00010"	"Glycolysis / Gluconeogenesis - Mus musculus (mouse)"	"7/215"	"28/2150"	3.25581395348837	1.30232558139535	0.0344486319459618	1	2.5	"ADHX_MOUSE;ENOA_MOUSE;F16P1_MOUSE;PGAM1_MOUSE;PGK1_MOUSE;ENOA_MOUSE;AK1A1_MOUSE"
"8916"	"KEGG top10% PC3"	"KEGG"	"path:mmu04066"	"HIF-1 signaling pathway - Mus musculus (mouse)"	"6/215"	"24/2150"	2.7906976744186	1.11627906976744	0.048866409165009	1	2.5	"EGF_MOUSE;ENOA_MOUSE;PGK1_MOUSE;RS6_MOUSE;PLCG2_MOUSE;ENOA_MOUSE"
