"Cluster"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"2621"	2	"GO"	"5750"	"mitochondrial respiratory chain complex III "	"5/341"	"8/2150"	1.46627565982405	0.372093023255814	0.023439239671292	1	3.94061583577713	"QCR6_MOUSE;QCR1_MOUSE;QCR2_MOUSE;UCRI_MOUSE;Q9CQB4_MOUSE"
"2771"	2	"GO"	"1902600"	"proton transmembrane transport "	"5/341"	"8/2150"	1.46627565982405	0.372093023255814	0.023439239671292	1	3.94061583577713	"VATE1_MOUSE;AT1A1_MOUSE;ATPD_MOUSE;ATPB_MOUSE;VATB2_MOUSE"
"9841"	2	"GO"	"9725"	"response to hormone "	"5/341"	"8/2150"	1.46627565982405	0.372093023255814	0.023439239671292	1	3.94061583577713	"LONM_MOUSE;DHSO_MOUSE;SCOT1_MOUSE;THIL_MOUSE;UCRI_MOUSE"
"5131"	2	"GO"	"3995"	"acyl-CoA dehydrogenase activity "	"4/341"	"5/2150"	1.17302052785924	0.232558139534884	0.0246656160264227	1	5.04398826979472	"ACADM_MOUSE;ACADS_MOUSE;ACADV_MOUSE;D3YTT4_MOUSE"
"2141"	2	"GO"	"3824"	"catalytic activity "	"7/341"	"16/2150"	2.05278592375367	0.744186046511628	0.0291253012075094	1	2.75843108504399	"ISC2A_MOUSE;4F2_MOUSE;QCR1_MOUSE;ISC2B_MOUSE;A0A0R4J094_MOUSE;Q3TCD4_MOUSE;D3Z041_MOUSE"
"6591"	2	"GO"	"16616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor "	"5/341"	"9/2150"	1.46627565982405	0.418604651162791	0.0324754527378463	1	3.50276963180189	"GRHPR_MOUSE;3HIDH_MOUSE;DHB8_MOUSE;BDH2_MOUSE;CBR4_MOUSE"
"11100"	2	"GO"	"6637"	"acyl-CoA metabolic process "	"6/341"	"13/2150"	1.75953079178886	0.604651162790698	0.0357152571459037	1	2.90999323257388	"ACOT2_MOUSE;OXSM_MOUSE;HMGCL_MOUSE;ACSM5_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE"
"18410"	2	"GO"	"50661"	"NADP binding "	"6/341"	"13/2150"	1.75953079178886	0.604651162790698	0.0357152571459037	1	2.90999323257388	"QOR_MOUSE;IDHC_MOUSE;GRHPR_MOUSE;3HIDH_MOUSE;FMO1_MOUSE;CATA_MOUSE"
"4141"	2	"GO"	"30165"	"PDZ domain binding "	"6/341"	"13/2150"	1.75953079178886	0.604651162790698	0.0357152571459037	1	2.90999323257388	"NHRF1_MOUSE;LRP2_MOUSE;GBG12_MOUSE;ACOX1_MOUSE;A0A0R4J1I9_MOUSE;A0A0R4J1V0_MOUSE"
"4410"	2	"GO"	"16787"	"hydrolase activity "	"9/341"	"24/2150"	2.63929618768328	1.11627906976744	0.0361335133216462	1	2.36436950146628	"BPHL_MOUSE;ATP5E_MOUSE;VATE1_MOUSE;NUDT8_MOUSE;HDHD3_MOUSE;HINT2_MOUSE;FAHD1_MOUSE;CLYBL_MOUSE;VATB2_MOUSE"
"16100"	2	"GO"	"38"	"very long-chain fatty acid metabolic process "	"4/341"	"6/2150"	1.17302052785924	0.27906976744186	0.0367663665266512	1	4.20332355816227	"ACOT2_MOUSE;ACOX1_MOUSE;DHB4_MOUSE;THIKA_MOUSE"
"9210"	2	"GO"	"45039"	"protein insertion into mitochondrial inner membrane "	"4/341"	"6/2150"	1.17302052785924	0.27906976744186	0.0367663665266512	1	4.20332355816227	"TIM29_MOUSE;TIM13_MOUSE;NDUAD_MOUSE;TIM9_MOUSE"
"4701"	2	"GO"	"6536"	"glutamate metabolic process "	"4/341"	"6/2150"	1.17302052785924	0.27906976744186	0.0367663665266512	1	4.20332355816227	"SSDH_MOUSE;GLNA_MOUSE;AADAT_MOUSE;GSH0_MOUSE"
"2281"	2	"GO"	"10133"	"proline catabolic process to glutamate "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"PROD_MOUSE;HYPDH_MOUSE;AL4A1_MOUSE"
"2491"	2	"GO"	"4450"	"isocitrate dehydrogenase (NADP+) activity "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"IDHC_MOUSE;IDHP_MOUSE;A0A0U1RP68_MOUSE"
"3321"	2	"GO"	"4775"	"succinate-CoA ligase (ADP-forming) activity "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"SUCA_MOUSE;SUCB2_MOUSE;SUCB1_MOUSE"
"5361"	2	"GO"	"5967"	"mitochondrial pyruvate dehydrogenase complex "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"ODP2_MOUSE;ODPA_MOUSE;ODPB_MOUSE"
"6781"	2	"GO"	"4449"	"isocitrate dehydrogenase (NAD+) activity "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"IDHG1_MOUSE;A0A1L1STE6_MOUSE;Q91VA7_MOUSE"
"7191"	2	"GO"	"4017"	"adenylate kinase activity "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"KAD2_MOUSE;KAD4_MOUSE;KAD3_MOUSE"
"7201"	2	"GO"	"6172"	"ADP biosynthetic process "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"KAD2_MOUSE;KAD4_MOUSE;KAD3_MOUSE"
"7211"	2	"GO"	"46033"	"AMP metabolic process "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"KAD2_MOUSE;KAD4_MOUSE;KAD3_MOUSE"
"9421"	2	"GO"	"70129"	"regulation of mitochondrial translation "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"LPPRC_MOUSE;GLYM_MOUSE;EFTS_MOUSE"
"1106"	2	"GO"	"45259"	"proton-transporting ATP synthase complex "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"ATPA_MOUSE;ATPD_MOUSE;ATPB_MOUSE"
"1126"	2	"GO"	"3997"	"acyl-CoA oxidase activity "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"ACOX3_MOUSE;ACOX2_MOUSE;ACOX1_MOUSE"
"1129"	2	"GO"	"33540"	"fatty acid beta-oxidation using acyl-CoA oxidase "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"ACOX3_MOUSE;ACOX2_MOUSE;ACOX1_MOUSE"
"1214"	2	"GO"	"5740"	"mitochondrial envelope "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"ATPD_MOUSE;DHB8_MOUSE;Q9D881_MOUSE"
"1218"	2	"GO"	"70125"	"mitochondrial translational elongation "	"3/341"	"3/2150"	0.879765395894428	0.13953488372093	0.0369377997679982	1	6.3049853372434	"EFTU_MOUSE;EFGM_MOUSE;EFTS_MOUSE"
"3310"	2	"GO"	"46872"	"metal ion binding "	"37/341"	"161/2150"	10.8504398826979	7.48837209302326	0.0400028421685552	1	1.44897178557768	"CH10_MOUSE;SDHB_MOUSE;NDUS8_MOUSE;MUTA_MOUSE;MPPB_MOUSE;TIM13_MOUSE;QCR1_MOUSE;NDUV2_MOUSE;NUDT8_MOUSE;FAAA_MOUSE;LETM1_MOUSE;NDUS1_MOUSE;MCCA_MOUSE;HMGCL_MOUSE;MCEE_MOUSE;GABT_MOUSE;GLRX5_MOUSE;DTD1_MOUSE;FAHD1_MOUSE;ACSM5_MOUSE;ACY3_MOUSE;DNJA3_MOUSE;CSRP2_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE;CATA_MOUSE;COX5A_MOUSE;QCR2_MOUSE;PCCA_MOUSE;TIM9_MOUSE;UCRI_MOUSE;E9QAI5_MOUSE;Q6PF96_MOUSE;G5E850_MOUSE;A0A087WRE7_MOUSE;D3YUM1_MOUSE;G5E8R3_MOUSE"
"15310"	2	"GO"	"16324"	"apical plasma membrane "	"15/341"	"50/2150"	4.39882697947214	2.32558139534884	0.0413731201503354	1	1.89149560117302	"S22A8_MOUSE;4F2_MOUSE;VATE1_MOUSE;NHRF1_MOUSE;GTR2_MOUSE;MOT1_MOUSE;LRP2_MOUSE;AT1A1_MOUSE;ACY3_MOUSE;AK1A1_MOUSE;DCXR_MOUSE;VATB2_MOUSE;RADI_MOUSE;A0A0R4J1I9_MOUSE;A0A0R4J1V0_MOUSE"
"2761"	2	"GO"	"46961"	"proton-transporting ATPase activity, rotational mechanism "	"5/341"	"10/2150"	1.46627565982405	0.465116279069767	0.0434108021099138	1	3.1524926686217	"VATE1_MOUSE;VATD_MOUSE;ATPB_MOUSE;A0A0A6YX18_MOUSE;A0A0N4SVE1_MOUSE"
"5441"	2	"GO"	"5782"	"peroxisomal matrix "	"5/341"	"10/2150"	1.46627565982405	0.465116279069767	0.0434108021099138	1	3.1524926686217	"DCMC_MOUSE;ACOX3_MOUSE;CH60_MOUSE;DHB4_MOUSE;THIKA_MOUSE"
"5241"	2	"GO"	"1889"	"liver development "	"6/341"	"14/2150"	1.75953079178886	0.651162790697674	0.0453450323701652	1	2.70213657310431	"ACADM_MOUSE;HMGCL_MOUSE;KAD4_MOUSE;ACON_MOUSE;THIL_MOUSE;THTM_MOUSE"
"14610"	2	"GO"	"70584"	"mitochondrion morphogenesis "	"4/341"	"7/2150"	1.17302052785924	0.325581395348837	0.0517059946048082	1	3.60284876413909	"NDUS6_MOUSE;MIC60_MOUSE;SLIRP_MOUSE;H7BX01_MOUSE"
"5611"	2	"GO"	"6107"	"oxaloacetate metabolic process "	"4/341"	"7/2150"	1.17302052785924	0.325581395348837	0.0517059946048082	1	3.60284876413909	"NIT2_MOUSE;MDHM_MOUSE;CISY_MOUSE;PCKGC_MOUSE"
"15210"	2	"GO"	"6979"	"response to oxidative stress "	"10/341"	"29/2150"	2.93255131964809	1.34883720930233	0.0549505618660543	1	2.17413287491152	"NDUS8_MOUSE;IDHC_MOUSE;PRDX3_MOUSE;MSRB2_MOUSE;NDUB4_MOUSE;NDUA6_MOUSE;GSH0_MOUSE;GPX1_MOUSE;CATA_MOUSE;A0A0R4J275_MOUSE"
"2611"	2	"GO"	"4129"	"cytochrome-c oxidase activity "	"5/341"	"11/2150"	1.46627565982405	0.511627906976744	0.0562998814611799	1	2.86590242601973	"NDUA4_MOUSE;COX6C_MOUSE;COX5A_MOUSE;Q9DCW5_MOUSE;Q9D881_MOUSE"
"5871"	2	"GO"	"120162"	"positive regulation of cold-induced thermogenesis "	"5/341"	"11/2150"	1.46627565982405	0.511627906976744	0.0562998814611799	1	2.86590242601973	"FUMH_MOUSE;GATM_MOUSE;HCDH_MOUSE;DECR_MOUSE;CPT2_MOUSE"
"17100"	2	"GO"	"4029"	"aldehyde dehydrogenase (NAD+) activity "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"ALDH2_MOUSE;AL9A1_MOUSE;AL4A1_MOUSE"
"1971"	2	"GO"	"10181"	"FMN binding "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"PNPO_MOUSE;HAOX2_MOUSE;D3YUM1_MOUSE"
"3831"	2	"GO"	"50633"	"acetyl-CoA C-myristoyltransferase activity "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"THIKB_MOUSE;ECHB_MOUSE;THIKA_MOUSE"
"5151"	2	"GO"	"16853"	"isomerase activity "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"ACADM_MOUSE;CH60_MOUSE;DHB4_MOUSE"
"5271"	2	"GO"	"6082"	"organic acid metabolic process "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"ACADM_MOUSE;CP2J5_MOUSE;FMO1_MOUSE"
"6541"	2	"GO"	"6552"	"leucine catabolic process "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"IVD_MOUSE;MCCA_MOUSE;HMGCL_MOUSE"
"1165"	2	"GO"	"15645"	"fatty acid ligase activity "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"ACSM5_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE"
"1166"	2	"GO"	"4321"	"fatty-acyl-CoA synthase activity "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"ACSM5_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE"
"1179"	2	"GO"	"31314"	"extrinsic component of mitochondrial inner membrane "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"COQ3_MOUSE;TIM16_MOUSE;H7BX01_MOUSE"
"1187"	2	"GO"	"6744"	"ubiquinone biosynthetic process "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"COQ3_MOUSE;ADRO_MOUSE;COQ9_MOUSE"
"1211"	2	"GO"	"44597"	"daunorubicin metabolic process "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"AK1A1_MOUSE;ARK72_MOUSE;CBR4_MOUSE"
"1212"	2	"GO"	"44598"	"doxorubicin metabolic process "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"AK1A1_MOUSE;ARK72_MOUSE;CBR4_MOUSE"
"1276"	2	"GO"	"19346"	"transsulfuration "	"3/341"	"4/2150"	0.879765395894428	0.186046511627907	0.0582045201672542	1	4.72873900293255	"C1TC_MOUSE;THTM_MOUSE;THTR_MOUSE"
"7410"	2	"GO"	"276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) "	"4/341"	"8/2150"	1.17302052785924	0.372093023255814	0.0694577171257301	1	3.1524926686217	"ATPO_MOUSE;ATP5J_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE"
"8810"	2	"GO"	"6730"	"one-carbon metabolic process "	"4/341"	"8/2150"	1.17302052785924	0.372093023255814	0.0694577171257301	1	3.1524926686217	"SFXN3_MOUSE;SFXN1_MOUSE;GLYM_MOUSE;C1TC_MOUSE"
"18010"	2	"GO"	"72593"	"reactive oxygen species metabolic process "	"4/341"	"8/2150"	1.17302052785924	0.372093023255814	0.0694577171257301	1	3.1524926686217	"NDUF2_MOUSE;NDUS1_MOUSE;NDUAD_MOUSE;E9QPX3_MOUSE"
"4641"	2	"GO"	"31406"	"carboxylic acid binding "	"4/341"	"8/2150"	1.17302052785924	0.372093023255814	0.0694577171257301	1	3.1524926686217	"SSDH_MOUSE;GRHPR_MOUSE;HMGCL_MOUSE;PCKGC_MOUSE"
"1312"	2	"GO"	"5778"	"peroxisomal membrane "	"4/341"	"8/2150"	1.17302052785924	0.372093023255814	0.0694577171257301	1	3.1524926686217	"ACOX1_MOUSE;DHRS4_MOUSE;CATA_MOUSE;A0A0R4J203_MOUSE"
"15510"	2	"GO"	"5452"	"inorganic anion exchanger activity "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"S22A8_MOUSE;E9Q8N8_MOUSE;D3Z7G8_MOUSE"
"3161"	2	"GO"	"72321"	"chaperone-mediated protein transport "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"TIM13_MOUSE;TIM8A_MOUSE;TIM9_MOUSE"
"3351"	2	"GO"	"6104"	"succinyl-CoA metabolic process "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"SUCA_MOUSE;SUCB2_MOUSE;SUCB1_MOUSE"
"3821"	2	"GO"	"35999"	"tetrahydrofolate interconversion "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"SARDH_MOUSE;GLYM_MOUSE;C1TC_MOUSE"
"4251"	2	"GO"	"19933"	"cAMP-mediated signaling "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"NHRF1_MOUSE;SOX9_MOUSE;E9QPX3_MOUSE"
"5471"	2	"GO"	"19395"	"fatty acid oxidation "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"DCMC_MOUSE;HAOX2_MOUSE;ACOX1_MOUSE"
"1163"	2	"GO"	"3996"	"acyl-CoA ligase activity "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"ACSM5_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE"
"1164"	2	"GO"	"47760"	"butyrate-CoA ligase activity "	"3/341"	"5/2150"	0.879765395894428	0.232558139534884	0.0839282659121571	1	3.78299120234604	"ACSM5_MOUSE;ACSM2_MOUSE;ACSM1_MOUSE"
"2641"	2	"GO"	"6122"	"mitochondrial electron transport, ubiquinol to cytochrome c "	"4/341"	"9/2150"	1.17302052785924	0.418604651162791	0.0899103737721469	1	2.80221570544151	"QCR6_MOUSE;QCR1_MOUSE;UCRI_MOUSE;Q9CQB4_MOUSE"
"1857"	2	"GO"	"43878"	"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ALDH2_MOUSE;AL9A1_MOUSE"
"2110"	2	"GO"	"70404"	"NADH binding "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ALDH2_MOUSE;DHB8_MOUSE"
"2410"	2	"GO"	"110095"	"cellular detoxification of aldehyde "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ALDH2_MOUSE;AK1A1_MOUSE"
"3710"	2	"GO"	"4176"	"ATP-dependent peptidase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"CLPP_MOUSE;LONM_MOUSE"
"4210"	2	"GO"	"6515"	"protein quality control for misfolded or incompletely synthesized proteins "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"CLPP_MOUSE;LONM_MOUSE"
"8910"	2	"GO"	"140300"	"serine import into mitochondrion "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SFXN3_MOUSE;SFXN1_MOUSE"
"9810"	2	"GO"	"5749"	"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SDHB_MOUSE;SDHA_MOUSE"
"10510"	2	"GO"	"8177"	"succinate dehydrogenase (ubiquinone) activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SDHB_MOUSE;SDHA_MOUSE"
"13510"	2	"GO"	"7009"	"plasma membrane organization "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SPTB2_MOUSE;NHRF1_MOUSE"
"15810"	2	"GO"	"15651"	"quaternary ammonium group transmembrane transporter activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"S22A8_MOUSE;S22A1_MOUSE"
"15910"	2	"GO"	"34635"	"glutathione transport "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"S22A8_MOUSE;NHRF1_MOUSE"
"16010"	2	"GO"	"15697"	"quaternary ammonium group transport "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"S22A8_MOUSE;S22A1_MOUSE"
"2271"	2	"GO"	"4657"	"proline dehydrogenase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"PROD_MOUSE;HYPDH_MOUSE"
"2501"	2	"GO"	"4448"	"isocitrate dehydrogenase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"IDHC_MOUSE;IDHP_MOUSE"
"2541"	2	"GO"	"6097"	"glyoxylate cycle "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"IDHC_MOUSE;IDHP_MOUSE"
"2681"	2	"GO"	"6084"	"acetyl-CoA metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"THIM_MOUSE;CISY_MOUSE"
"3231"	2	"GO"	"42732"	"D-xylose metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"XYLB_MOUSE;DCXR_MOUSE"
"3251"	2	"GO"	"5997"	"xylulose metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"XYLB_MOUSE;DCXR_MOUSE"
"3291"	2	"GO"	"45244"	"succinate-CoA ligase complex (GDP-forming) "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SUCA_MOUSE;SUCB2_MOUSE"
"3331"	2	"GO"	"4776"	"succinate-CoA ligase (GDP-forming) activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SUCA_MOUSE;SUCB2_MOUSE"
"3841"	2	"GO"	"10124"	"phenylacetate catabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"THIKB_MOUSE;THIKA_MOUSE"
"4361"	2	"GO"	"30033"	"microvillus assembly "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"NHRF1_MOUSE;RADI_MOUSE"
"4651"	2	"GO"	"4777"	"succinate-semialdehyde dehydrogenase (NAD+) activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SSDH_MOUSE;SUCB2_MOUSE"
"4681"	2	"GO"	"9450"	"gamma-aminobutyric acid catabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SSDH_MOUSE;GABT_MOUSE"
"4691"	2	"GO"	"9448"	"gamma-aminobutyric acid metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"SSDH_MOUSE;GABT_MOUSE"
"5181"	2	"GO"	"45329"	"carnitine biosynthetic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ACADM_MOUSE;AL9A1_MOUSE"
"5761"	2	"GO"	"17133"	"mitochondrial electron transfer flavoprotein complex "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ETFA_MOUSE;ETFB_MOUSE"
"5971"	2	"GO"	"4739"	"pyruvate dehydrogenase (acetyl-transferring) activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ODPA_MOUSE;ODPB_MOUSE"
"6521"	2	"GO"	"4085"	"butyryl-CoA dehydrogenase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"IVD_MOUSE;ACADS_MOUSE"
"7221"	2	"GO"	"46060"	"dATP metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"KAD2_MOUSE;KAD3_MOUSE"
"9411"	2	"GO"	"961"	"negative regulation of mitochondrial RNA catabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"LPPRC_MOUSE;SLIRP_MOUSE"
"9541"	2	"GO"	"3973"	"(S)-2-hydroxy-acid oxidase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"L2HDH_MOUSE;HAOX2_MOUSE"
"9661"	2	"GO"	"46899"	"nucleoside triphosphate adenylate kinase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"KAD4_MOUSE;KAD3_MOUSE"
"9741"	2	"GO"	"47961"	"glycine N-acyltransferase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"KEG1_MOUSE;GLYAT_MOUSE"
"10471"	2	"GO"	"1659"	"temperature homeostasis "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"GPX1_MOUSE;ACADV_MOUSE"
"10491"	2	"GO"	"9650"	"UV protection "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"GPX1_MOUSE;CATA_MOUSE"
"10601"	2	"GO"	"6544"	"glycine metabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"GLYM_MOUSE;GLYAT_MOUSE"
"1108"	2	"GO"	"43532"	"angiostatin binding "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ATPA_MOUSE;ATPB_MOUSE"
"1143"	2	"GO"	"70330"	"aromatase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"CP2J5_MOUSE;CP4B1_MOUSE"
"1144"	2	"GO"	"16712"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"CP2J5_MOUSE;Q0PGA1_MOUSE"
"1147"	2	"GO"	"42738"	"exogenous drug catabolic process "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"CP2J5_MOUSE;CP4B1_MOUSE"
"1192"	2	"GO"	"6970"	"response to osmotic stress "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"FMO1_MOUSE;DHSO_MOUSE"
"1194"	2	"GO"	"4046"	"aminoacylase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ACY3_MOUSE;CATA_MOUSE"
"1221"	2	"GO"	"31514"	"motile cilium "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"DHSO_MOUSE;DLDH_MOUSE"
"1239"	2	"GO"	"15297"	"antiporter activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"DIC_MOUSE;D6RGQ3_MOUSE"
"1313"	2	"GO"	"16401"	"palmitoyl-CoA oxidase activity "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"ACOX1_MOUSE;THIKA_MOUSE"
"1374"	2	"GO"	"50662"	"coenzyme binding "	"2/341"	"2/2150"	0.586510263929619	0.0930232558139535	0.0927566703677586	1	6.3049853372434	"D39U1_MOUSE;THIL_MOUSE"
