"Enrichment_for"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"WTG0_vs_ASG0_unique"	"GO"	"3995"	"acyl-CoA dehydrogenase activity "	"2/123"	"5/2150"	1.6260162601626	0.232558139534884	0.0509665052105549	1	6.99186991869919	"ACDSB_MOUSE;D3YTT4_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"42626"	"ATPase-coupled transmembrane transporter activity "	"2/123"	"5/2150"	1.6260162601626	0.232558139534884	0.0509665052105549	1	6.99186991869919	"MITOS_MOUSE;E9Q6G4_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"34380"	"high-density lipoprotein particle assembly "	"2/123"	"5/2150"	1.6260162601626	0.232558139534884	0.0509665052105549	1	6.99186991869919	"APOA1_MOUSE;E9Q6G4_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"33700"	"phospholipid efflux "	"2/123"	"5/2150"	1.6260162601626	0.232558139534884	0.0509665052105549	1	6.99186991869919	"APOA1_MOUSE;E9Q6G4_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"5774"	"vacuolar membrane "	"2/123"	"5/2150"	1.6260162601626	0.232558139534884	0.0509665052105549	1	6.99186991869919	"SLC31_MOUSE;E9Q9C5_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"15078"	"proton transmembrane transporter activity "	"2/123"	"5/2150"	1.6260162601626	0.232558139534884	0.0509665052105549	1	6.99186991869919	"E9Q9C5_MOUSE;Q91YH6_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"7005"	"mitochondrion organization "	"3/123"	"14/2150"	2.4390243902439	0.651162790697674	0.0602573889120769	1	3.74564459930314	"MIRO2_MOUSE;AFG32_MOUSE;Q99N15_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"45039"	"protein insertion into mitochondrial inner membrane "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"TIM29_MOUSE;TIM9_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"51693"	"actin filament capping "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"SPTB2_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"43001"	"Golgi to plasma membrane protein transport "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"SPTB2_MOUSE;RAB10_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"42552"	"myelination "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"AFG32_MOUSE;HEXA_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"9058"	"biosynthetic process "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"KBL_MOUSE;K3W4L7_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"19915"	"lipid storage "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"HEXA_MOUSE;APOA1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"33344"	"cholesterol efflux "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"APOA1_MOUSE;E9Q6G4_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"16471"	"vacuolar proton-transporting V-type ATPase complex "	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"VATG3_MOUSE;Q91YH6_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"1903078"	"positive regulation of protein localization to plasma membrane "	"3/123"	"15/2150"	2.4390243902439	0.697674418604651	0.0695473738581448	1	3.49593495934959	"SPTB2_MOUSE;PLSI_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"3824"	"catalytic activity "	"3/123"	"16/2150"	2.4390243902439	0.744186046511628	0.0794426902701134	1	3.27743902439024	"SLC31_MOUSE;A0A0R4J094_MOUSE;K3W4L7_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"10634"	"positive regulation of epithelial cell migration "	"2/123"	"7/2150"	1.6260162601626	0.325581395348837	0.0814208635674132	1	4.99419279907085	"PLCG2_MOUSE;VILI_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"6805"	"xenobiotic metabolic process "	"2/123"	"7/2150"	1.6260162601626	0.325581395348837	0.0814208635674132	1	4.99419279907085	"GSTA2_MOUSE;GSTA3_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"7409"	"axonogenesis "	"2/123"	"7/2150"	1.6260162601626	0.325581395348837	0.0814208635674132	1	4.99419279907085	"RAB10_MOUSE;AFG32_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"15485"	"cholesterol binding "	"2/123"	"7/2150"	1.6260162601626	0.325581395348837	0.0814208635674132	1	4.99419279907085	"APOA1_MOUSE;TSPO_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"3857"	"3-hydroxyacyl-CoA dehydrogenase activity "	"2/123"	"7/2150"	1.6260162601626	0.325581395348837	0.0814208635674132	1	4.99419279907085	"ECHP_MOUSE;Q99N15_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"5739"	"mitochondrion "	"34/123"	"452/2150"	27.6422764227642	21.0232558139535	0.089537431416914	1	1.31484279444564	"ACDSB_MOUSE;ACOT2_MOUSE;NDUF2_MOUSE;RT34_MOUSE;IPYR2_MOUSE;RM53_MOUSE;PTGR3_MOUSE;QORL2_MOUSE;OAT_MOUSE;LYRM4_MOUSE;MTU1_MOUSE;MIRO2_MOUSE;GATM_MOUSE;LACB2_MOUSE;AFG32_MOUSE;IDHG1_MOUSE;MSRA_MOUSE;AP3B1_MOUSE;MITOS_MOUSE;MCEE_MOUSE;KBL_MOUSE;LACTB_MOUSE;HIBCH_MOUSE;DECR_MOUSE;C1TC_MOUSE;ECHP_MOUSE;ACD10_MOUSE;COQ8A_MOUSE;COQ9_MOUSE;COXM1_MOUSE;PCCA_MOUSE;TIM9_MOUSE;TSPO_MOUSE;Q99N15_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"5802"	"trans-Golgi network "	"3/123"	"17/2150"	2.4390243902439	0.790697674418605	0.0899136309314283	1	3.08464849354376	"RAB10_MOUSE;AP3B1_MOUSE;CCD91_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"50852"	"T cell receptor signaling pathway "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"PLCG2_MOUSE;UBE2N_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"70402"	"NADPH binding "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"AK1CL_MOUSE;DECR_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"6694"	"steroid biosynthetic process "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"AK1CL_MOUSE;TSPO_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"19882"	"antigen processing and presentation "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"RAB10_MOUSE;AP3B1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"8237"	"metallopeptidase activity "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"AFG32_MOUSE;ERMP1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"31210"	"phosphatidylcholine binding "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"IGJ_MOUSE;APOA1_MOUSE"
"WTG0_vs_ASG0_unique"	"GO"	"1902600"	"proton transmembrane transport "	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"VATG3_MOUSE;Q91YH6_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu00280"	"Valine, leucine and isoleucine degradation - Mus musculus (mouse)"	"7/123"	"35/2150"	5.69105691056911	1.62790697674419	0.00631560912097647	0.783135531001082	3.49593495934959	"PCCA_MOUSE;Q3U3J1_MOUSE;Q99N15_MOUSE;HIBCH_MOUSE;ACDSB_MOUSE;MCEE_MOUSE;ECHP_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu01100"	"Metabolic pathways - Mus musculus (mouse)"	"30/123"	"336/2150"	24.390243902439	15.6279069767442	0.0157617003546752	1	1.56068524970964	"C1TC_MOUSE;ARLY_MOUSE;PCCA_MOUSE;Q91YH6_MOUSE;Q3U3J1_MOUSE;DAD1_MOUSE;GSTA2_MOUSE;GSTA3_MOUSE;Q99N15_MOUSE;HEXA_MOUSE;IDHG1_MOUSE;ACOT2_MOUSE;OAT_MOUSE;Q91XH5_MOUSE;HIBCH_MOUSE;PLCG2_MOUSE;HYKK_MOUSE;KBL_MOUSE;ACSM5_MOUSE;VATG3_MOUSE;Q8C605_MOUSE;MIOX_MOUSE;AK1A1_MOUSE;ACDSB_MOUSE;GATM_MOUSE;BDH2_MOUSE;CDD_MOUSE;MCEE_MOUSE;VATD_MOUSE;ECHP_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu04721"	"Synaptic vesicle cycle - Mus musculus (mouse)"	"4/123"	"15/2150"	3.2520325203252	0.697674418604651	0.0167723529943124	1	4.66124661246613	"Q91YH6_MOUSE;AP2A2_MOUSE;VATG3_MOUSE;VATD_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu00640"	"Propanoate metabolism - Mus musculus (mouse)"	"5/123"	"24/2150"	4.0650406504065	1.11627906976744	0.0177897772079848	1	3.64159891598916	"PCCA_MOUSE;Q3U3J1_MOUSE;HIBCH_MOUSE;MCEE_MOUSE;ECHP_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu00983"	"Drug metabolism - other enzymes - Mus musculus (mouse)"	"3/123"	"8/2150"	2.4390243902439	0.372093023255814	0.0185131152571168	1	6.55487804878049	"GSTA2_MOUSE;GSTA3_MOUSE;CDD_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu04966"	"Collecting duct acid secretion - Mus musculus (mouse)"	"3/123"	"13/2150"	2.4390243902439	0.604651162790698	0.0516000506878174	1	4.03377110694184	"Q91YH6_MOUSE;VATG3_MOUSE;VATD_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu04979"	"Cholesterol metabolism - Mus musculus (mouse)"	"3/123"	"14/2150"	2.4390243902439	0.651162790697674	0.0602573889120769	1	3.74564459930314	"APOA1_MOUSE;TSPO_MOUSE;AMRP_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu05225"	"Hepatocellular carcinoma - Mus musculus (mouse)"	"3/123"	"14/2150"	2.4390243902439	0.651162790697674	0.0602573889120769	1	3.74564459930314	"GSTA2_MOUSE;GSTA3_MOUSE;PLCG2_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu00513"	"Various types of N-glycan biosynthesis - Mus musculus (mouse)"	"2/123"	"6/2150"	1.6260162601626	0.27906976744186	0.0655951476990925	1	5.82655826558266	"DAD1_MOUSE;HEXA_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu05323"	"Rheumatoid arthritis - Mus musculus (mouse)"	"3/123"	"15/2150"	2.4390243902439	0.697674418604651	0.0695473738581448	1	3.49593495934959	"Q91YH6_MOUSE;VATG3_MOUSE;VATD_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu01524"	"Platinum drug resistance - Mus musculus (mouse)"	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"GSTA2_MOUSE;GSTA3_MOUSE"
"WTG0_vs_ASG0_unique"	"KEGG"	"path:mmu00562"	"Inositol phosphate metabolism - Mus musculus (mouse)"	"2/123"	"8/2150"	1.6260162601626	0.372093023255814	0.0982736788761947	1	4.36991869918699	"PLCG2_MOUSE;MIOX_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5739"	"mitochondrion "	"66/176"	"452/2150"	37.5	21.0232558139535	1.82789080522058e-06	0.00220809209270646	1.7837389380531	"COX41_MOUSE;B2L13_MOUSE;ATPO_MOUSE;SFXN3_MOUSE;PPA6_MOUSE;SDHB_MOUSE;NDUA8_MOUSE;NIT1_MOUSE;RM50_MOUSE;QCR8_MOUSE;MARC2_MOUSE;MPPB_MOUSE;ODO2_MOUSE;NDUA4_MOUSE;PURA2_MOUSE;VWA8_MOUSE;QCR1_MOUSE;RT26_MOUSE;PAHX_MOUSE;SFXN1_MOUSE;SAP3_MOUSE;SDHA_MOUSE;THIC_MOUSE;RT05_MOUSE;NDUV2_MOUSE;PRDX3_MOUSE;AEDO_MOUSE;MSRB2_MOUSE;DCMC_MOUSE;NDUB4_MOUSE;NUDT8_MOUSE;CMC2_MOUSE;COX6C_MOUSE;NDUAD_MOUSE;HDHD3_MOUSE;COA6_MOUSE;ISC2B_MOUSE;NDUS5_MOUSE;KCRB_MOUSE;AMPL_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;DIC_MOUSE;ECHB_MOUSE;ADRO_MOUSE;ATP5H_MOUSE;CISD1_MOUSE;DHB8_MOUSE;ATP5I_MOUSE;DHB4_MOUSE;COX20_MOUSE;CBR4_MOUSE;QCR2_MOUSE;SIR5_MOUSE;SUCHY_MOUSE;RT36_MOUSE;RM12_MOUSE;THIKA_MOUSE;VDAC1_MOUSE;THTM_MOUSE;TIM50_MOUSE;UCRI_MOUSE;Q9JHF5_MOUSE;A0A0R4J0T0_MOUSE;A0A1L1STE6_MOUSE;E9PV44_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5743"	"mitochondrial inner membrane "	"31/176"	"149/2150"	17.6136363636364	6.93023255813953	5.63698223828542e-06	0.00680947454384878	2.54156497864552	"COX41_MOUSE;SDHB_MOUSE;NDUA8_MOUSE;QCR8_MOUSE;MARC2_MOUSE;MPPB_MOUSE;NDUA4_MOUSE;QCR1_MOUSE;SFXN1_MOUSE;SDHA_MOUSE;NDUB4_MOUSE;CMC2_MOUSE;COX6C_MOUSE;NDUAD_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;DIC_MOUSE;ECHB_MOUSE;ADRO_MOUSE;ATP5H_MOUSE;COX20_MOUSE;QCR2_MOUSE;SIR5_MOUSE;SIM20_MOUSE;VDAC1_MOUSE;THTM_MOUSE;TIM50_MOUSE;UCRI_MOUSE;A0A0U1RP81_MOUSE;A0A0A6YVR9_MOUSE;D3YUM1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"36094"	"small molecule binding "	"5/176"	"6/2150"	2.84090909090909	0.27906976744186	0.000742721645667136	0.897207747965901	10.1799242424242	"MUP20_MOUSE;A0A0A6YW77_MOUSE;A2BIN1_MOUSE;Q58EV3_MOUSE;Q80YX8_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"46933"	"proton-transporting ATP synthase activity, rotational mechanism "	"6/176"	"11/2150"	3.40909090909091	0.511627906976744	0.0010525918034179	1	6.66322314049587	"ATPO_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE;Q8C2Q8_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"51537"	"2 iron, 2 sulfur cluster binding "	"5/176"	"8/2150"	2.84090909090909	0.372093023255814	0.00182530475020018	1	7.63494318181818	"SDHB_MOUSE;NDUV2_MOUSE;CISD1_MOUSE;UCRI_MOUSE;Z4YKM2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5750"	"mitochondrial respiratory chain complex III "	"5/176"	"8/2150"	2.84090909090909	0.372093023255814	0.00182530475020018	1	7.63494318181818	"QCR8_MOUSE;QCR1_MOUSE;QCR2_MOUSE;UCRI_MOUSE;Q9CQB4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"16021"	"integral component of membrane "	"36/176"	"260/2150"	20.4545454545455	12.093023255814	0.0029842645756525	1	1.69143356643357	"COX41_MOUSE;B2L13_MOUSE;RPN1_MOUSE;QCR8_MOUSE;PLPL7_MOUSE;MLEC_MOUSE;4F2_MOUSE;LMBD1_MOUSE;NDUA4_MOUSE;NOMO1_MOUSE;GTR2_MOUSE;NDUB4_MOUSE;CMC2_MOUSE;COX6C_MOUSE;NDUAD_MOUSE;LRP2_MOUSE;FMO2_MOUSE;DIC_MOUSE;CISD1_MOUSE;COX20_MOUSE;NDUB1_MOUSE;SIM20_MOUSE;UD17C_MOUSE;SC61B_MOUSE;TAP2_MOUSE;TIM50_MOUSE;UCRI_MOUSE;Q9JHF5_MOUSE;D6RGQ3_MOUSE;A0A0R4J1I9_MOUSE;A0A0U1RP81_MOUSE;G5E8C3_MOUSE;A0A0A6YVR9_MOUSE;F7AME8_MOUSE;Z4YKT6_MOUSE;A0A0G2JEG3_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"31966"	"mitochondrial membrane "	"8/176"	"26/2150"	4.54545454545455	1.2093023255814	0.00300488011922062	1	3.75874125874126	"COX41_MOUSE;B2L13_MOUSE;SFXN3_MOUSE;SDHB_MOUSE;NRP1_MOUSE;NDUAD_MOUSE;UCRI_MOUSE;A0A0R4J0I6_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5753"	"mitochondrial proton-transporting ATP synthase complex "	"5/176"	"13/2150"	2.84090909090909	0.604651162790698	0.00890078723339121	1	4.69842657342657	"ATPO_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"42776"	"mitochondrial ATP synthesis coupled proton transport "	"5/176"	"13/2150"	2.84090909090909	0.604651162790698	0.00890078723339121	1	4.69842657342657	"ATPO_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5751"	"mitochondrial respiratory chain complex IV "	"4/176"	"8/2150"	2.27272727272727	0.372093023255814	0.00966803631723888	1	6.10795454545455	"COX41_MOUSE;NDUA4_MOUSE;QCR2_MOUSE;UCRI_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) "	"4/176"	"8/2150"	2.27272727272727	0.372093023255814	0.00966803631723888	1	6.10795454545455	"ATPO_MOUSE;ATP5J_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"6122"	"mitochondrial electron transport, ubiquinol to cytochrome c "	"4/176"	"9/2150"	2.27272727272727	0.418604651162791	0.0131536947914783	1	5.42929292929293	"QCR8_MOUSE;QCR1_MOUSE;UCRI_MOUSE;Q9CQB4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5747"	"mitochondrial respiratory chain complex I "	"7/176"	"29/2150"	3.97727272727273	1.34883720930233	0.0160200307699667	1	2.94866771159875	"NDUA8_MOUSE;NDUA4_MOUSE;NDUV2_MOUSE;NDUB4_MOUSE;NDUAD_MOUSE;NDUS5_MOUSE;NDUB1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5782"	"peroxisomal matrix "	"4/176"	"10/2150"	2.27272727272727	0.465116279069767	0.0173482343711529	1	4.88636363636364	"PAHX_MOUSE;DCMC_MOUSE;DHB4_MOUSE;THIKA_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"3824"	"catalytic activity "	"5/176"	"16/2150"	2.84090909090909	0.744186046511628	0.0175627112220175	1	3.81747159090909	"4F2_MOUSE;QCR1_MOUSE;PAHX_MOUSE;ISC2B_MOUSE;E9PWM4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5763"	"mitochondrial small ribosomal subunit "	"3/176"	"5/2150"	1.70454545454545	0.232558139534884	0.0179328282220726	1	7.32954545454545	"RT26_MOUSE;RT05_MOUSE;RT36_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"55114"	"oxidation-reduction process "	"7/176"	"32/2150"	3.97727272727273	1.48837209302326	0.0243651871491401	1	2.67223011363636	"MARC2_MOUSE;SDHA_MOUSE;NDUS5_MOUSE;CP2J5_MOUSE;DHB8_MOUSE;CBR4_MOUSE;QCR2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"4867"	"serine-type endopeptidase inhibitor activity "	"4/176"	"12/2150"	2.27272727272727	0.558139534883721	0.0280071302606305	1	4.0719696969697	"PZP_MOUSE;MUG1_MOUSE;AMBP_MOUSE;A0A140LHR4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5777"	"peroxisome "	"8/176"	"41/2150"	4.54545454545455	1.90697674418605	0.0281464866389257	1	2.38359201773836	"MARC2_MOUSE;VWA8_MOUSE;PAHX_MOUSE;DCMC_MOUSE;DHB4_MOUSE;THIKA_MOUSE;VIME_MOUSE;A0A0R4J0I6_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"46034"	"ATP metabolic process "	"5/176"	"19/2150"	2.84090909090909	0.883720930232558	0.0305123195205625	1	3.21471291866029	"ATPO_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"140300"	"serine import into mitochondrion "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"SFXN3_MOUSE;SFXN1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5749"	"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"SDHB_MOUSE;SDHA_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"8177"	"succinate dehydrogenase (ubiquinone) activity "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"SDHB_MOUSE;SDHA_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"50769"	"positive regulation of neurogenesis "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"MUP20_MOUSE;LRP2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"3148"	"outflow tract septum morphogenesis "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"NRP1_MOUSE;LRP2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"32331"	"negative regulation of chondrocyte differentiation "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"FBLN3_MOUSE;SOX9_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"15297"	"antiporter activity "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"DIC_MOUSE;D6RGQ3_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"47025"	"3-oxoacyl-[acyl-carrier-protein reductase (NADH) activity "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"DHB8_MOUSE;CBR4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"8209"	"androgen metabolic process "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"DHB8_MOUSE;DHB4_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"60009"	"Sertoli cell development "	"2/176"	"2/2150"	1.13636363636364	0.0930232558139535	0.0308307364968081	1	12.2159090909091	"DHB4_MOUSE;SOX9_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"22904"	"respiratory electron transport chain "	"3/176"	"7/2150"	1.70454545454545	0.325581395348837	0.0343396630590749	1	5.23538961038961	"SDHB_MOUSE;SDHA_MOUSE;NDUV2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"44877"	"protein-containing complex binding "	"16/176"	"110/2150"	9.09090909090909	5.11627906976744	0.0355332124785973	1	1.77685950413223	"ATPO_MOUSE;NDUA8_MOUSE;PZP_MOUSE;NDUA4_MOUSE;QCR1_MOUSE;LRP2_MOUSE;ATP5J_MOUSE;ATPD_MOUSE;ECHB_MOUSE;ATP5H_MOUSE;ATP5I_MOUSE;QCR2_MOUSE;TAP2_MOUSE;VDAC1_MOUSE;UCRI_MOUSE;VA0D1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"4222"	"metalloendopeptidase activity "	"3/176"	"8/2150"	1.70454545454545	0.372093023255814	0.044650548027633	1	4.58096590909091	"MPPB_MOUSE;MEP1B_MOUSE;QCR2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"3988"	"acetyl-CoA C-acyltransferase activity "	"3/176"	"8/2150"	1.70454545454545	0.372093023255814	0.044650548027633	1	4.58096590909091	"THIC_MOUSE;ECHB_MOUSE;THIKA_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"15986"	"ATP synthesis coupled proton transport "	"3/176"	"8/2150"	1.70454545454545	0.372093023255814	0.044650548027633	1	4.58096590909091	"ATPD_MOUSE;ATP5H_MOUSE;Q8C2Q8_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"1990542"	"mitochondrial transmembrane transport "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"SFXN3_MOUSE;SFXN1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"17087"	"mitochondrial processing peptidase complex "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"MPPB_MOUSE;QCR2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"6627"	"protein processing involved in protein targeting to mitochondrion "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"MPPB_MOUSE;QCR2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"30099"	"myeloid cell differentiation "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"PRDX3_MOUSE;Q9JHF5_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"35924"	"cellular response to vascular endothelial growth factor stimulus "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"NRP1_MOUSE;HSPB1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"60982"	"coronary artery morphogenesis "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"NRP1_MOUSE;LRP2_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"31018"	"endocrine pancreas development "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"GTR2_MOUSE;SOX9_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"3954"	"NADH dehydrogenase activity "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"NDUAD_MOUSE;NDUB1_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"987"	"cis-regulatory region sequence-specific DNA binding "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"HMGA1_MOUSE;SOX9_MOUSE"
"WTG0_vs_ASG1_unique"	"GO"	"5740"	"mitochondrial envelope "	"2/176"	"3/2150"	1.13636363636364	0.13953488372093	0.0488530943657063	1	8.14393939393939	"ATPD_MOUSE;DHB8_MOUSE"
